TestID,SortedArray,TimeComplexity(ns),SpaceComplexity(bytes),ArraySize,ArrayType,SortingMethod,TestPassed,Exception,ExecutionTime
TC_7,"['ffzlf', 'noypz', 'zxotn', 'gympl', 'tsugs', 'wuwbb', 'cjevw', 'xntpo', 'pfvas', 'hidrs', 'fkwei', 'eigwu', 'rqjto', 'utzvj', 'xnfnd', 'abyfi', 'hedvj', 'isfhi', 'pnnpn', 'semzp', 'umtng', 'grmgo', 'uxemi', 'nyqax', 'xvdnj', 'qnuyb', 'ijfeb', 'gkvat', 'fmqpv', 'rvukl', 'yjxtl', 'dmoaa', 'soqzb', 'ephoy', 'mgkff', 'fpfpp', 'tdxys', 'kznwz', 'ajcft', 'cdedp', 'pufew', 'dtstt', 'darli', 'dqdjy', 'qvrrg', 'rstgz', 'btcol', 'oyecl', 'vcvjy', 'wzbjk', 'fjmql', 'ufguw', 'qfejq', 'ktdlz', 'nyqsq', 'gxvqo', 'vgnvk', 'zgrqu', 'cztkm', 'jasno', 'ugsbl', 'dwgoj', 'oxgkf', 'eagyn', 'dnewe', 'qvoxv', 'hxjsg', 'hgpsu', 'jxtsp', 'togdx', 'bhngd', 'rczvp', 'mzurk', 'tamoj', 'ahwvt', 'seugv', 'akxnx', 'rhqyg', 'addwy', 'evwlt']",154600,26824,80,String,sortHeapSort,true,None,2025-02-11 16:41:52
TC_7,"['ffzlf', 'noypz', 'zxotn', 'gympl', 'tsugs', 'wuwbb', 'cjevw', 'xntpo', 'pfvas', 'hidrs', 'fkwei', 'eigwu', 'rqjto', 'utzvj', 'xnfnd', 'abyfi', 'hedvj', 'isfhi', 'pnnpn', 'semzp', 'umtng', 'grmgo', 'uxemi', 'nyqax', 'xvdnj', 'qnuyb', 'ijfeb', 'gkvat', 'fmqpv', 'rvukl', 'yjxtl', 'dmoaa', 'soqzb', 'ephoy', 'mgkff', 'fpfpp', 'tdxys', 'kznwz', 'ajcft', 'cdedp', 'pufew', 'dtstt', 'darli', 'dqdjy', 'qvrrg', 'rstgz', 'btcol', 'oyecl', 'vcvjy', 'wzbjk', 'fjmql', 'ufguw', 'qfejq', 'ktdlz', 'nyqsq', 'gxvqo', 'vgnvk', 'zgrqu', 'cztkm', 'jasno', 'ugsbl', 'dwgoj', 'oxgkf', 'eagyn', 'dnewe', 'qvoxv', 'hxjsg', 'hgpsu', 'jxtsp', 'togdx', 'bhngd', 'rczvp', 'mzurk', 'tamoj', 'ahwvt', 'seugv', 'akxnx', 'rhqyg', 'addwy', 'evwlt']",220000,26824,80,String,sortMergeSort,true,None,2025-02-11 16:41:52
TC_8,"[180, 95, 98, 761, 190, 358, 429, 37, 384, 321, 436, 346, 129, 152, 960, 848, 833, 232, 983, 365, 101, 331, 67, 382, 621, 926, 287, 109, 268, 488, 625, 808, 112, 714, 326, 146, 378, 654, 677, 625, 866, 828, 255, 268, 511, 370, 930, 729, 955, 193, 784, 520, 512, 842, 481, 732, 414, 274]",151200,26736,58,Numeric,sortBubbleSort,true,None,2025-02-11 16:41:52
TC_8,"[180, 95, 98, 761, 190, 358, 429, 37, 384, 321, 436, 346, 129, 152, 960, 848, 833, 232, 983, 365, 101, 331, 67, 382, 621, 926, 287, 109, 268, 488, 625, 808, 112, 714, 326, 146, 378, 654, 677, 625, 866, 828, 255, 268, 511, 370, 930, 729, 955, 193, 784, 520, 512, 842, 481, 732, 414, 274]",153500,26736,58,Numeric,sortQuickSort,true,None,2025-02-11 16:41:52
TC_8,"[180, 95, 98, 761, 190, 358, 429, 37, 384, 321, 436, 346, 129, 152, 960, 848, 833, 232, 983, 365, 101, 331, 67, 382, 621, 926, 287, 109, 268, 488, 625, 808, 112, 714, 326, 146, 378, 654, 677, 625, 866, 828, 255, 268, 511, 370, 930, 729, 955, 193, 784, 520, 512, 842, 481, 732, 414, 274]",278400,26736,58,Numeric,sortSelectionSort,true,None,2025-02-11 16:41:52
TC_8,"[180, 95, 98, 761, 190, 358, 429, 37, 384, 321, 436, 346, 129, 152, 960, 848, 833, 232, 983, 365, 101, 331, 67, 382, 621, 926, 287, 109, 268, 488, 625, 808, 112, 714, 326, 146, 378, 654, 677, 625, 866, 828, 255, 268, 511, 370, 930, 729, 955, 193, 784, 520, 512, 842, 481, 732, 414, 274]",239200,26736,58,Numeric,sortInsertionSort,true,None,2025-02-11 16:41:52
TC_8,"[180, 95, 98, 761, 190, 358, 429, 37, 384, 321, 436, 346, 129, 152, 960, 848, 833, 232, 983, 365, 101, 331, 67, 382, 621, 926, 287, 109, 268, 488, 625, 808, 112, 714, 326, 146, 378, 654, 677, 625, 866, 828, 255, 268, 511, 370, 930, 729, 955, 193, 784, 520, 512, 842, 481, 732, 414, 274]",188400,26736,58,Numeric,sortHeapSort,true,None,2025-02-11 16:41:52
TC_8,"[180, 95, 98, 761, 190, 358, 429, 37, 384, 321, 436, 346, 129, 152, 960, 848, 833, 232, 983, 365, 101, 331, 67, 382, 621, 926, 287, 109, 268, 488, 625, 808, 112, 714, 326, 146, 378, 654, 677, 625, 866, 828, 255, 268, 511, 370, 930, 729, 955, 193, 784, 520, 512, 842, 481, 732, 414, 274]",289200,26736,58,Numeric,sortMergeSort,true,None,2025-02-11 16:41:52
TC_9,"['sbtzr', 'nluvi', 'mhnzy', 'feivg', 'yblzv', 'pukra', 'wyqhs', 'jtdah', 'qqkly', 'qfzgu', 'dkadm', 'lduno', 'ilnml', 'mqgem', 'cnwvm', 'aakha', 'lfmhp', 'mtcdr', 'lfwjh', 'mdnhj', 'jpcjx', 'rhyhj', 'wjaln', 'qcrfw', 'nqrna', 'hyhek', 'lnrkk', 'ldgfy', 'xlzrv', 'aqjdm', 'xnuli', 'ctwtn', 'ogvzt', 'tpotg', 'zrkeo', 'xixnj', 'uulog', 'gpqqq', 'rbvme', 'slqtv', 'kineq', 'lbrze', 'qlubi', 'djtnw', 'esikv', 'dvlad', 'erqyp']",269200,26696,47,String,sortBubbleSort,true,None,2025-02-11 16:41:52
TC_9,"['sbtzr', 'nluvi', 'mhnzy', 'feivg', 'yblzv', 'pukra', 'wyqhs', 'jtdah', 'qqkly', 'qfzgu', 'dkadm', 'lduno', 'ilnml', 'mqgem', 'cnwvm', 'aakha', 'lfmhp', 'mtcdr', 'lfwjh', 'mdnhj', 'jpcjx', 'rhyhj', 'wjaln', 'qcrfw', 'nqrna', 'hyhek', 'lnrkk', 'ldgfy', 'xlzrv', 'aqjdm', 'xnuli', 'ctwtn', 'ogvzt', 'tpotg', 'zrkeo', 'xixnj', 'uulog', 'gpqqq', 'rbvme', 'slqtv', 'kineq', 'lbrze', 'qlubi', 'djtnw', 'esikv', 'dvlad', 'erqyp']",568500,26696,47,String,sortQuickSort,true,None,2025-02-11 16:41:52
TC_9,"['sbtzr', 'nluvi', 'mhnzy', 'feivg', 'yblzv', 'pukra', 'wyqhs', 'jtdah', 'qqkly', 'qfzgu', 'dkadm', 'lduno', 'ilnml', 'mqgem', 'cnwvm', 'aakha', 'lfmhp', 'mtcdr', 'lfwjh', 'mdnhj', 'jpcjx', 'rhyhj', 'wjaln', 'qcrfw', 'nqrna', 'hyhek', 'lnrkk', 'ldgfy', 'xlzrv', 'aqjdm', 'xnuli', 'ctwtn', 'ogvzt', 'tpotg', 'zrkeo', 'xixnj', 'uulog', 'gpqqq', 'rbvme', 'slqtv', 'kineq', 'lbrze', 'qlubi', 'djtnw', 'esikv', 'dvlad', 'erqyp']",147400,26696,47,String,sortSelectionSort,true,None,2025-02-11 16:41:52
TC_9,"['sbtzr', 'nluvi', 'mhnzy', 'feivg', 'yblzv', 'pukra', 'wyqhs', 'jtdah', 'qqkly', 'qfzgu', 'dkadm', 'lduno', 'ilnml', 'mqgem', 'cnwvm', 'aakha', 'lfmhp', 'mtcdr', 'lfwjh', 'mdnhj', 'jpcjx', 'rhyhj', 'wjaln', 'qcrfw', 'nqrna', 'hyhek', 'lnrkk', 'ldgfy', 'xlzrv', 'aqjdm', 'xnuli', 'ctwtn', 'ogvzt', 'tpotg', 'zrkeo', 'xixnj', 'uulog', 'gpqqq', 'rbvme', 'slqtv', 'kineq', 'lbrze', 'qlubi', 'djtnw', 'esikv', 'dvlad', 'erqyp']",168800,26696,47,String,sortInsertionSort,true,None,2025-02-11 16:41:52
TC_9,"['sbtzr', 'nluvi', 'mhnzy', 'feivg', 'yblzv', 'pukra', 'wyqhs', 'jtdah', 'qqkly', 'qfzgu', 'dkadm', 'lduno', 'ilnml', 'mqgem', 'cnwvm', 'aakha', 'lfmhp', 'mtcdr', 'lfwjh', 'mdnhj', 'jpcjx', 'rhyhj', 'wjaln', 'qcrfw', 'nqrna', 'hyhek', 'lnrkk', 'ldgfy', 'xlzrv', 'aqjdm', 'xnuli', 'ctwtn', 'ogvzt', 'tpotg', 'zrkeo', 'xixnj', 'uulog', 'gpqqq', 'rbvme', 'slqtv', 'kineq', 'lbrze', 'qlubi', 'djtnw', 'esikv', 'dvlad', 'erqyp']",162600,26696,47,String,sortHeapSort,true,None,2025-02-11 16:41:52
TC_9,"['sbtzr', 'nluvi', 'mhnzy', 'feivg', 'yblzv', 'pukra', 'wyqhs', 'jtdah', 'qqkly', 'qfzgu', 'dkadm', 'lduno', 'ilnml', 'mqgem', 'cnwvm', 'aakha', 'lfmhp', 'mtcdr', 'lfwjh', 'mdnhj', 'jpcjx', 'rhyhj', 'wjaln', 'qcrfw', 'nqrna', 'hyhek', 'lnrkk', 'ldgfy', 'xlzrv', 'aqjdm', 'xnuli', 'ctwtn', 'ogvzt', 'tpotg', 'zrkeo', 'xixnj', 'uulog', 'gpqqq', 'rbvme', 'slqtv', 'kineq', 'lbrze', 'qlubi', 'djtnw', 'esikv', 'dvlad', 'erqyp']",85200,26696,47,String,sortMergeSort,true,None,2025-02-11 16:41:52
TC_10,"['cfuzd', 'bwbef', 'qfjlo', 'jqsvy', 'ywucx', 'iieih', 'rkvdk', 'xfzdu', 'fopyw', 'mbpiy', 'rplri', 'uqdex', 'vvjcb', 'wjeso', 'mrtff', 'nfgou', 'aoqts', 'qlalh', 'tfpjl', 'thubt', 'pzwng', 'ivtde', 'auzmp', 'xuojq', 'dcgbf', 'kbbri', 'lbtnf', 'rtfdt', 'boqgo', 'vpkbd', 'myoko', 'osovn', 'uvwck', 'srjmd', 'xdlbb', 'zvgzt', 'kuunr', 'zajbs', 'yexrh', 'vdlqn', 'rwnxe', 'kfars', 'oqnjy', 'vrvjb', 'wukiz', 'gazgr', 'cyahr', 'yuwbb', 'ysclc', 'wqwps', 'ubewp', 'byues', 'pjgcn', 'paxfa', 'neoou', 'hcrxo', 'iamvw', 'fiveb', 'tuwzj', 'utqzs', 'dnglv', 'texsy', 'txvvj', 'gegtd', 'rjzdd', 'fzknc', 'kirof', 'ccziz', 'gwhtp', 'snfwu', 'xyial', 'mstrr', 'fhsyh', 'tjrao', 'mhgiz', 'xvxgm', 'smhdu', 'ynlzi', 'zwpjc', 'ebwtz', 'ukzoz', 'iingr', 'yufnv', 'ysuzl', 'mujos', 'lexbc']",284700,26848,86,String,sortBubbleSort,true,None,2025-02-11 16:41:53
TC_10,"['cfuzd', 'bwbef', 'qfjlo', 'jqsvy', 'ywucx', 'iieih', 'rkvdk', 'xfzdu', 'fopyw', 'mbpiy', 'rplri', 'uqdex', 'vvjcb', 'wjeso', 'mrtff', 'nfgou', 'aoqts', 'qlalh', 'tfpjl', 'thubt', 'pzwng', 'ivtde', 'auzmp', 'xuojq', 'dcgbf', 'kbbri', 'lbtnf', 'rtfdt', 'boqgo', 'vpkbd', 'myoko', 'osovn', 'uvwck', 'srjmd', 'xdlbb', 'zvgzt', 'kuunr', 'zajbs', 'yexrh', 'vdlqn', 'rwnxe', 'kfars', 'oqnjy', 'vrvjb', 'wukiz', 'gazgr', 'cyahr', 'yuwbb', 'ysclc', 'wqwps', 'ubewp', 'byues', 'pjgcn', 'paxfa', 'neoou', 'hcrxo', 'iamvw', 'fiveb', 'tuwzj', 'utqzs', 'dnglv', 'texsy', 'txvvj', 'gegtd', 'rjzdd', 'fzknc', 'kirof', 'ccziz', 'gwhtp', 'snfwu', 'xyial', 'mstrr', 'fhsyh', 'tjrao', 'mhgiz', 'xvxgm', 'smhdu', 'ynlzi', 'zwpjc', 'ebwtz', 'ukzoz', 'iingr', 'yufnv', 'ysuzl', 'mujos', 'lexbc']",125900,26848,86,String,sortQuickSort,true,None,2025-02-11 16:41:53
TC_10,"['cfuzd', 'bwbef', 'qfjlo', 'jqsvy', 'ywucx', 'iieih', 'rkvdk', 'xfzdu', 'fopyw', 'mbpiy', 'rplri', 'uqdex', 'vvjcb', 'wjeso', 'mrtff', 'nfgou', 'aoqts', 'qlalh', 'tfpjl', 'thubt', 'pzwng', 'ivtde', 'auzmp', 'xuojq', 'dcgbf', 'kbbri', 'lbtnf', 'rtfdt', 'boqgo', 'vpkbd', 'myoko', 'osovn', 'uvwck', 'srjmd', 'xdlbb', 'zvgzt', 'kuunr', 'zajbs', 'yexrh', 'vdlqn', 'rwnxe', 'kfars', 'oqnjy', 'vrvjb', 'wukiz', 'gazgr', 'cyahr', 'yuwbb', 'ysclc', 'wqwps', 'ubewp', 'byues', 'pjgcn', 'paxfa', 'neoou', 'hcrxo', 'iamvw', 'fiveb', 'tuwzj', 'utqzs', 'dnglv', 'texsy', 'txvvj', 'gegtd', 'rjzdd', 'fzknc', 'kirof', 'ccziz', 'gwhtp', 'snfwu', 'xyial', 'mstrr', 'fhsyh', 'tjrao', 'mhgiz', 'xvxgm', 'smhdu', 'ynlzi', 'zwpjc', 'ebwtz', 'ukzoz', 'iingr', 'yufnv', 'ysuzl', 'mujos', 'lexbc']",229200,26848,86,String,sortSelectionSort,true,None,2025-02-11 16:41:53
TC_10,"['cfuzd', 'bwbef', 'qfjlo', 'jqsvy', 'ywucx', 'iieih', 'rkvdk', 'xfzdu', 'fopyw', 'mbpiy', 'rplri', 'uqdex', 'vvjcb', 'wjeso', 'mrtff', 'nfgou', 'aoqts', 'qlalh', 'tfpjl', 'thubt', 'pzwng', 'ivtde', 'auzmp', 'xuojq', 'dcgbf', 'kbbri', 'lbtnf', 'rtfdt', 'boqgo', 'vpkbd', 'myoko', 'osovn', 'uvwck', 'srjmd', 'xdlbb', 'zvgzt', 'kuunr', 'zajbs', 'yexrh', 'vdlqn', 'rwnxe', 'kfars', 'oqnjy', 'vrvjb', 'wukiz', 'gazgr', 'cyahr', 'yuwbb', 'ysclc', 'wqwps', 'ubewp', 'byues', 'pjgcn', 'paxfa', 'neoou', 'hcrxo', 'iamvw', 'fiveb', 'tuwzj', 'utqzs', 'dnglv', 'texsy', 'txvvj', 'gegtd', 'rjzdd', 'fzknc', 'kirof', 'ccziz', 'gwhtp', 'snfwu', 'xyial', 'mstrr', 'fhsyh', 'tjrao', 'mhgiz', 'xvxgm', 'smhdu', 'ynlzi', 'zwpjc', 'ebwtz', 'ukzoz', 'iingr', 'yufnv', 'ysuzl', 'mujos', 'lexbc']",256800,26848,86,String,sortInsertionSort,true,None,2025-02-11 16:41:53
TC_10,"['cfuzd', 'bwbef', 'qfjlo', 'jqsvy', 'ywucx', 'iieih', 'rkvdk', 'xfzdu', 'fopyw', 'mbpiy', 'rplri', 'uqdex', 'vvjcb', 'wjeso', 'mrtff', 'nfgou', 'aoqts', 'qlalh', 'tfpjl', 'thubt', 'pzwng', 'ivtde', 'auzmp', 'xuojq', 'dcgbf', 'kbbri', 'lbtnf', 'rtfdt', 'boqgo', 'vpkbd', 'myoko', 'osovn', 'uvwck', 'srjmd', 'xdlbb', 'zvgzt', 'kuunr', 'zajbs', 'yexrh', 'vdlqn', 'rwnxe', 'kfars', 'oqnjy', 'vrvjb', 'wukiz', 'gazgr', 'cyahr', 'yuwbb', 'ysclc', 'wqwps', 'ubewp', 'byues', 'pjgcn', 'paxfa', 'neoou', 'hcrxo', 'iamvw', 'fiveb', 'tuwzj', 'utqzs', 'dnglv', 'texsy', 'txvvj', 'gegtd', 'rjzdd', 'fzknc', 'kirof', 'ccziz', 'gwhtp', 'snfwu', 'xyial', 'mstrr', 'fhsyh', 'tjrao', 'mhgiz', 'xvxgm', 'smhdu', 'ynlzi', 'zwpjc', 'ebwtz', 'ukzoz', 'iingr', 'yufnv', 'ysuzl', 'mujos', 'lexbc']",150900,26848,86,String,sortHeapSort,true,None,2025-02-11 16:41:53
TC_10,"['cfuzd', 'bwbef', 'qfjlo', 'jqsvy', 'ywucx', 'iieih', 'rkvdk', 'xfzdu', 'fopyw', 'mbpiy', 'rplri', 'uqdex', 'vvjcb', 'wjeso', 'mrtff', 'nfgou', 'aoqts', 'qlalh', 'tfpjl', 'thubt', 'pzwng', 'ivtde', 'auzmp', 'xuojq', 'dcgbf', 'kbbri', 'lbtnf', 'rtfdt', 'boqgo', 'vpkbd', 'myoko', 'osovn', 'uvwck', 'srjmd', 'xdlbb', 'zvgzt', 'kuunr', 'zajbs', 'yexrh', 'vdlqn', 'rwnxe', 'kfars', 'oqnjy', 'vrvjb', 'wukiz', 'gazgr', 'cyahr', 'yuwbb', 'ysclc', 'wqwps', 'ubewp', 'byues', 'pjgcn', 'paxfa', 'neoou', 'hcrxo', 'iamvw', 'fiveb', 'tuwzj', 'utqzs', 'dnglv', 'texsy', 'txvvj', 'gegtd', 'rjzdd', 'fzknc', 'kirof', 'ccziz', 'gwhtp', 'snfwu', 'xyial', 'mstrr', 'fhsyh', 'tjrao', 'mhgiz', 'xvxgm', 'smhdu', 'ynlzi', 'zwpjc', 'ebwtz', 'ukzoz', 'iingr', 'yufnv', 'ysuzl', 'mujos', 'lexbc']",196400,26848,86,String,sortMergeSort,true,None,2025-02-11 16:41:53
TC_11,"[143, 156, 79, 611, 89, 848, 780, 276, 791, 574, 202, 894, 615, 141, 738, 53, 554, 608, 865, 818, 445, 69, 288, 38, 798, 960, 110, 276, 939, 693, 883, 626, 791, 376, 740, 747, 708, 703, 14, 681, 508, 687, 65, 143, 487, 696, 692, 389, 235, 368, 637, 962, 247, 730, 279, 976, 415, 235, 378, 562, 335, 292, 746, 741, 870, 8, 303, 716, 754, 929, 649, 252]",240500,26792,72,Numeric,sortBubbleSort,true,None,2025-02-11 16:41:53
TC_11,"[143, 156, 79, 611, 89, 848, 780, 276, 791, 574, 202, 894, 615, 141, 738, 53, 554, 608, 865, 818, 445, 69, 288, 38, 798, 960, 110, 276, 939, 693, 883, 626, 791, 376, 740, 747, 708, 703, 14, 681, 508, 687, 65, 143, 487, 696, 692, 389, 235, 368, 637, 962, 247, 730, 279, 976, 415, 235, 378, 562, 335, 292, 746, 741, 870, 8, 303, 716, 754, 929, 649, 252]",111600,26792,72,Numeric,sortQuickSort,true,None,2025-02-11 16:41:53
TC_11,"[143, 156, 79, 611, 89, 848, 780, 276, 791, 574, 202, 894, 615, 141, 738, 53, 554, 608, 865, 818, 445, 69, 288, 38, 798, 960, 110, 276, 939, 693, 883, 626, 791, 376, 740, 747, 708, 703, 14, 681, 508, 687, 65, 143, 487, 696, 692, 389, 235, 368, 637, 962, 247, 730, 279, 976, 415, 235, 378, 562, 335, 292, 746, 741, 870, 8, 303, 716, 754, 929, 649, 252]",376200,26792,72,Numeric,sortSelectionSort,true,None,2025-02-11 16:41:53
TC_11,"[143, 156, 79, 611, 89, 848, 780, 276, 791, 574, 202, 894, 615, 141, 738, 53, 554, 608, 865, 818, 445, 69, 288, 38, 798, 960, 110, 276, 939, 693, 883, 626, 791, 376, 740, 747, 708, 703, 14, 681, 508, 687, 65, 143, 487, 696, 692, 389, 235, 368, 637, 962, 247, 730, 279, 976, 415, 235, 378, 562, 335, 292, 746, 741, 870, 8, 303, 716, 754, 929, 649, 252]",120600,26792,72,Numeric,sortInsertionSort,true,None,2025-02-11 16:41:53
TC_11,"[143, 156, 79, 611, 89, 848, 780, 276, 791, 574, 202, 894, 615, 141, 738, 53, 554, 608, 865, 818, 445, 69, 288, 38, 798, 960, 110, 276, 939, 693, 883, 626, 791, 376, 740, 747, 708, 703, 14, 681, 508, 687, 65, 143, 487, 696, 692, 389, 235, 368, 637, 962, 247, 730, 279, 976, 415, 235, 378, 562, 335, 292, 746, 741, 870, 8, 303, 716, 754, 929, 649, 252]",106200,26792,72,Numeric,sortHeapSort,true,None,2025-02-11 16:41:53
TC_11,"[143, 156, 79, 611, 89, 848, 780, 276, 791, 574, 202, 894, 615, 141, 738, 53, 554, 608, 865, 818, 445, 69, 288, 38, 798, 960, 110, 276, 939, 693, 883, 626, 791, 376, 740, 747, 708, 703, 14, 681, 508, 687, 65, 143, 487, 696, 692, 389, 235, 368, 637, 962, 247, 730, 279, 976, 415, 235, 378, 562, 335, 292, 746, 741, 870, 8, 303, 716, 754, 929, 649, 252]",157600,26792,72,Numeric,sortMergeSort,true,None,2025-02-11 16:41:53
TC_12,"['rpkti', 'neqtn', 'bsowm', 'adgod', 'cfjgb', 'xzkko', 'sudcv', 'qwrfk', 'bmcqi', 'xmjsq', 'qbbei', 'cnqcq', 'btqxi', 'sewgo', 'cwyti', 'ddpoh', 'ykedc', 'xnqlb', 'qopld', 'sccjp', 'nghvo', 'pfkwr', 'wtdde', 'oyiqh', 'xmbjl', 'bghxa', 'antxy', 'ldiyx', 'rqypb', 'vhspt', 'rcfoz', 'xtkox', 'inznb', 'wtfoh', 'avaxd', 'rvreo', 'xvdtd', 'ommca', 'dotrj', 'vnprt', 'kycwh', 'eztad', 'cxeci', 'xmole', 'datrz', 'uyplu', 'broqo', 'fdusv', 'gmoze', 'ksxyi', 'drnef', 'ayakr', 'owazs', 'guzvz', 'rinyf', 'jjclr', 'tliye', 'qndvy', 'kfabp', 'ghtar', 'nhesy', 'rojwc', 'kuxmp', 'dnero', 'gmbzf', 'mvjby', 'wxdfy', 'wfzug', 'pkqew', 'srztu']",366100,26784,70,String,sortBubbleSort,true,None,2025-02-11 16:41:53
TC_12,"['rpkti', 'neqtn', 'bsowm', 'adgod', 'cfjgb', 'xzkko', 'sudcv', 'qwrfk', 'bmcqi', 'xmjsq', 'qbbei', 'cnqcq', 'btqxi', 'sewgo', 'cwyti', 'ddpoh', 'ykedc', 'xnqlb', 'qopld', 'sccjp', 'nghvo', 'pfkwr', 'wtdde', 'oyiqh', 'xmbjl', 'bghxa', 'antxy', 'ldiyx', 'rqypb', 'vhspt', 'rcfoz', 'xtkox', 'inznb', 'wtfoh', 'avaxd', 'rvreo', 'xvdtd', 'ommca', 'dotrj', 'vnprt', 'kycwh', 'eztad', 'cxeci', 'xmole', 'datrz', 'uyplu', 'broqo', 'fdusv', 'gmoze', 'ksxyi', 'drnef', 'ayakr', 'owazs', 'guzvz', 'rinyf', 'jjclr', 'tliye', 'qndvy', 'kfabp', 'ghtar', 'nhesy', 'rojwc', 'kuxmp', 'dnero', 'gmbzf', 'mvjby', 'wxdfy', 'wfzug', 'pkqew', 'srztu']",133500,26784,70,String,sortQuickSort,true,None,2025-02-11 16:41:53
TC_12,"['rpkti', 'neqtn', 'bsowm', 'adgod', 'cfjgb', 'xzkko', 'sudcv', 'qwrfk', 'bmcqi', 'xmjsq', 'qbbei', 'cnqcq', 'btqxi', 'sewgo', 'cwyti', 'ddpoh', 'ykedc', 'xnqlb', 'qopld', 'sccjp', 'nghvo', 'pfkwr', 'wtdde', 'oyiqh', 'xmbjl', 'bghxa', 'antxy', 'ldiyx', 'rqypb', 'vhspt', 'rcfoz', 'xtkox', 'inznb', 'wtfoh', 'avaxd', 'rvreo', 'xvdtd', 'ommca', 'dotrj', 'vnprt', 'kycwh', 'eztad', 'cxeci', 'xmole', 'datrz', 'uyplu', 'broqo', 'fdusv', 'gmoze', 'ksxyi', 'drnef', 'ayakr', 'owazs', 'guzvz', 'rinyf', 'jjclr', 'tliye', 'qndvy', 'kfabp', 'ghtar', 'nhesy', 'rojwc', 'kuxmp', 'dnero', 'gmbzf', 'mvjby', 'wxdfy', 'wfzug', 'pkqew', 'srztu']",186100,26784,70,String,sortSelectionSort,true,None,2025-02-11 16:41:53
TC_12,"['rpkti', 'neqtn', 'bsowm', 'adgod', 'cfjgb', 'xzkko', 'sudcv', 'qwrfk', 'bmcqi', 'xmjsq', 'qbbei', 'cnqcq', 'btqxi', 'sewgo', 'cwyti', 'ddpoh', 'ykedc', 'xnqlb', 'qopld', 'sccjp', 'nghvo', 'pfkwr', 'wtdde', 'oyiqh', 'xmbjl', 'bghxa', 'antxy', 'ldiyx', 'rqypb', 'vhspt', 'rcfoz', 'xtkox', 'inznb', 'wtfoh', 'avaxd', 'rvreo', 'xvdtd', 'ommca', 'dotrj', 'vnprt', 'kycwh', 'eztad', 'cxeci', 'xmole', 'datrz', 'uyplu', 'broqo', 'fdusv', 'gmoze', 'ksxyi', 'drnef', 'ayakr', 'owazs', 'guzvz', 'rinyf', 'jjclr', 'tliye', 'qndvy', 'kfabp', 'ghtar', 'nhesy', 'rojwc', 'kuxmp', 'dnero', 'gmbzf', 'mvjby', 'wxdfy', 'wfzug', 'pkqew', 'srztu']",228000,79976,70,String,sortInsertionSort,true,None,2025-02-11 16:41:53
TC_12,"['rpkti', 'neqtn', 'bsowm', 'adgod', 'cfjgb', 'xzkko', 'sudcv', 'qwrfk', 'bmcqi', 'xmjsq', 'qbbei', 'cnqcq', 'btqxi', 'sewgo', 'cwyti', 'ddpoh', 'ykedc', 'xnqlb', 'qopld', 'sccjp', 'nghvo', 'pfkwr', 'wtdde', 'oyiqh', 'xmbjl', 'bghxa', 'antxy', 'ldiyx', 'rqypb', 'vhspt', 'rcfoz', 'xtkox', 'inznb', 'wtfoh', 'avaxd', 'rvreo', 'xvdtd', 'ommca', 'dotrj', 'vnprt', 'kycwh', 'eztad', 'cxeci', 'xmole', 'datrz', 'uyplu', 'broqo', 'fdusv', 'gmoze', 'ksxyi', 'drnef', 'ayakr', 'owazs', 'guzvz', 'rinyf', 'jjclr', 'tliye', 'qndvy', 'kfabp', 'ghtar', 'nhesy', 'rojwc', 'kuxmp', 'dnero', 'gmbzf', 'mvjby', 'wxdfy', 'wfzug', 'pkqew', 'srztu']",119900,26784,70,String,sortHeapSort,true,None,2025-02-11 16:41:53
TC_12,"['rpkti', 'neqtn', 'bsowm', 'adgod', 'cfjgb', 'xzkko', 'sudcv', 'qwrfk', 'bmcqi', 'xmjsq', 'qbbei', 'cnqcq', 'btqxi', 'sewgo', 'cwyti', 'ddpoh', 'ykedc', 'xnqlb', 'qopld', 'sccjp', 'nghvo', 'pfkwr', 'wtdde', 'oyiqh', 'xmbjl', 'bghxa', 'antxy', 'ldiyx', 'rqypb', 'vhspt', 'rcfoz', 'xtkox', 'inznb', 'wtfoh', 'avaxd', 'rvreo', 'xvdtd', 'ommca', 'dotrj', 'vnprt', 'kycwh', 'eztad', 'cxeci', 'xmole', 'datrz', 'uyplu', 'broqo', 'fdusv', 'gmoze', 'ksxyi', 'drnef', 'ayakr', 'owazs', 'guzvz', 'rinyf', 'jjclr', 'tliye', 'qndvy', 'kfabp', 'ghtar', 'nhesy', 'rojwc', 'kuxmp', 'dnero', 'gmbzf', 'mvjby', 'wxdfy', 'wfzug', 'pkqew', 'srztu']",204500,26784,70,String,sortMergeSort,true,None,2025-02-11 16:41:53
